exp,H,beta,m,V
524,0.03,2.35619449019234,1.1238,4.73684210526316
525,0.03,2.35619449019234,1.1238,5.11578947368421
526,0.03,2.35619449019234,1.1238,5.49473684210526
527,0.03,2.35619449019234,1.1238,5.87368421052632
528,0.03,2.35619449019234,1.1238,6.25263157894737
529,0.03,2.35619449019234,1.1238,6.63157894736842
530,0.03,2.35619449019234,1.1238,7.01052631578947
531,0.03,2.35619449019234,1.1238,7.38947368421053
532,0.03,2.35619449019234,1.1238,7.76842105263158
533,0.03,2.35619449019234,1.1238,8.14736842105263
534,0.03,2.35619449019234,1.1238,8.52631578947368
535,0.03,2.35619449019234,1.1238,8.90526315789474
536,0.03,2.35619449019234,1.1238,9.28421052631579
537,0.03,2.35619449019234,1.1238,9.66315789473684
538,0.03,2.35619449019234,1.1238,10.0421052631579
539,0.03,2.35619449019234,1.1238,10.4210526315789
540,0.03,2.35619449019234,1.1238,10.8
541,0.03,2.35619449019234,1.3067,3.6
542,0.03,2.35619449019234,1.3067,3.97894736842105
543,0.03,2.35619449019234,1.3067,4.35789473684211
544,0.03,2.35619449019234,1.3067,4.73684210526316
545,0.03,2.35619449019234,1.3067,5.11578947368421
546,0.03,2.35619449019234,1.3067,5.49473684210526
547,0.03,2.35619449019234,1.3067,5.87368421052632
548,0.03,2.35619449019234,1.3067,6.25263157894737
549,0.03,2.35619449019234,1.3067,6.63157894736842
550,0.03,2.35619449019234,1.3067,7.01052631578947
551,0.03,2.35619449019234,1.3067,7.38947368421053
552,0.03,2.35619449019234,1.3067,7.76842105263158
553,0.03,2.35619449019234,1.3067,8.14736842105263
554,0.03,2.35619449019234,1.3067,8.52631578947368
555,0.03,2.35619449019234,1.3067,8.90526315789474
556,0.03,2.35619449019234,1.3067,9.28421052631579
557,0.03,2.35619449019234,1.3067,9.66315789473684
558,0.03,2.35619449019234,1.3067,10.0421052631579
559,0.03,2.35619449019234,1.3067,10.4210526315789
560,0.03,2.35619449019234,1.3067,10.8
561,0.03,3.14159265358979,0.7325,3.6
562,0.03,3.14159265358979,0.7325,3.97894736842105
563,0.03,3.14159265358979,0.7325,4.35789473684211
564,0.03,3.14159265358979,0.7325,4.73684210526316
565,0.03,3.14159265358979,0.7325,5.11578947368421
566,0.03,3.14159265358979,0.7325,5.49473684210526
567,0.03,3.14159265358979,0.7325,5.87368421052632
568,0.03,3.14159265358979,0.7325,6.25263157894737
569,0.03,3.14159265358979,0.7325,6.63157894736842
570,0.03,3.14159265358979,0.7325,7.01052631578947
571,0.03,3.14159265358979,0.7325,7.38947368421053
572,0.03,3.14159265358979,0.7325,7.76842105263158
573,0.03,3.14159265358979,0.7325,8.14736842105263
574,0.03,3.14159265358979,0.7325,8.52631578947368
575,0.03,3.14159265358979,0.7325,8.90526315789474
576,0.03,3.14159265358979,0.7325,9.28421052631579
577,0.03,3.14159265358979,0.7325,9.66315789473684
578,0.03,3.14159265358979,0.7325,10.0421052631579
579,0.03,3.14159265358979,0.7325,10.4210526315789
580,0.03,3.14159265358979,0.7325,10.8
581,0.03,3.14159265358979,0.9379,3.6
582,0.03,3.14159265358979,0.9379,3.97894736842105
583,0.03,3.14159265358979,0.9379,4.35789473684211
584,0.03,3.14159265358979,0.9379,4.73684210526316
585,0.03,3.14159265358979,0.9379,5.11578947368421
586,0.03,3.14159265358979,0.9379,5.49473684210526
587,0.03,3.14159265358979,0.9379,5.87368421052632
588,0.03,3.14159265358979,0.9379,6.25263157894737
589,0.03,3.14159265358979,0.9379,6.63157894736842
590,0.03,3.14159265358979,0.9379,7.01052631578947
591,0.03,3.14159265358979,0.9379,7.38947368421053
592,0.03,3.14159265358979,0.9379,7.76842105263158
593,0.03,3.14159265358979,0.9379,8.14736842105263
594,0.03,3.14159265358979,0.9379,8.52631578947368
595,0.03,3.14159265358979,0.9379,8.90526315789474
596,0.03,3.14159265358979,0.9379,9.28421052631579
597,0.03,3.14159265358979,0.9379,9.66315789473684
598,0.03,3.14159265358979,0.9379,10.0421052631579
599,0.03,3.14159265358979,0.9379,10.4210526315789
600,0.03,3.14159265358979,0.9379,10.8
601,0.03,3.14159265358979,1.1238,3.6
602,0.03,3.14159265358979,1.1238,3.97894736842105
603,0.03,3.14159265358979,1.1238,4.35789473684211
604,0.03,3.14159265358979,1.1238,4.73684210526316
605,0.03,3.14159265358979,1.1238,5.11578947368421
606,0.03,3.14159265358979,1.1238,5.49473684210526
607,0.03,3.14159265358979,1.1238,5.87368421052632
608,0.03,3.14159265358979,1.1238,6.25263157894737
609,0.03,3.14159265358979,1.1238,6.63157894736842
610,0.03,3.14159265358979,1.1238,7.01052631578947
611,0.03,3.14159265358979,1.1238,7.38947368421053
612,0.03,3.14159265358979,1.1238,7.76842105263158
613,0.03,3.14159265358979,1.1238,8.14736842105263
614,0.03,3.14159265358979,1.1238,8.52631578947368
615,0.03,3.14159265358979,1.1238,8.90526315789474
616,0.03,3.14159265358979,1.1238,9.28421052631579
617,0.03,3.14159265358979,1.1238,9.66315789473684
618,0.03,3.14159265358979,1.1238,10.0421052631579
619,0.03,3.14159265358979,1.1238,10.4210526315789
620,0.03,3.14159265358979,1.1238,10.8
621,0.03,3.14159265358979,1.3067,3.6
622,0.03,3.14159265358979,1.3067,3.97894736842105
623,0.03,3.14159265358979,1.3067,4.35789473684211
624,0.03,3.14159265358979,1.3067,4.73684210526316
625,0.03,3.14159265358979,1.3067,5.11578947368421
626,0.03,3.14159265358979,1.3067,5.49473684210526
627,0.03,3.14159265358979,1.3067,5.87368421052632
628,0.03,3.14159265358979,1.3067,6.25263157894737
629,0.03,3.14159265358979,1.3067,6.63157894736842
630,0.03,3.14159265358979,1.3067,7.01052631578947
631,0.03,3.14159265358979,1.3067,7.38947368421053
632,0.03,3.14159265358979,1.3067,7.76842105263158
633,0.03,3.14159265358979,1.3067,8.14736842105263
634,0.03,3.14159265358979,1.3067,8.52631578947368
635,0.03,3.14159265358979,1.3067,8.90526315789474
636,0.03,3.14159265358979,1.3067,9.28421052631579
637,0.03,3.14159265358979,1.3067,9.66315789473684
638,0.03,3.14159265358979,1.3067,10.0421052631579
639,0.03,3.14159265358979,1.3067,10.4210526315789
640,0.03,3.14159265358979,1.3067,10.8
641,0.03,3.92699081698724,0.7325,3.6
642,0.03,3.92699081698724,0.7325,3.97894736842105
643,0.03,3.92699081698724,0.7325,4.35789473684211
644,0.03,3.92699081698724,0.7325,4.73684210526316
645,0.03,3.92699081698724,0.7325,5.11578947368421
646,0.03,3.92699081698724,0.7325,5.49473684210526
647,0.03,3.92699081698724,0.7325,5.87368421052632
648,0.03,3.92699081698724,0.7325,6.25263157894737
649,0.03,3.92699081698724,0.7325,6.63157894736842
650,0.03,3.92699081698724,0.7325,7.01052631578947
651,0.03,3.92699081698724,0.7325,7.38947368421053
652,0.03,3.92699081698724,0.7325,7.76842105263158
653,0.03,3.92699081698724,0.7325,8.14736842105263
654,0.03,3.92699081698724,0.7325,8.52631578947368
655,0.03,3.92699081698724,0.7325,8.90526315789474
656,0.03,3.92699081698724,0.7325,9.28421052631579
657,0.03,3.92699081698724,0.7325,9.66315789473684
658,0.03,3.92699081698724,0.7325,10.0421052631579
659,0.03,3.92699081698724,0.7325,10.4210526315789
660,0.03,3.92699081698724,0.7325,10.8
661,0.03,3.92699081698724,0.9379,3.6
662,0.03,3.92699081698724,0.9379,3.97894736842105
663,0.03,3.92699081698724,0.9379,4.35789473684211
664,0.03,3.92699081698724,0.9379,4.73684210526316
665,0.03,3.92699081698724,0.9379,5.11578947368421
666,0.03,3.92699081698724,0.9379,5.49473684210526
667,0.03,3.92699081698724,0.9379,5.87368421052632
668,0.03,3.92699081698724,0.9379,6.25263157894737
669,0.03,3.92699081698724,0.9379,6.63157894736842
670,0.03,3.92699081698724,0.9379,7.01052631578947
671,0.03,3.92699081698724,0.9379,7.38947368421053
672,0.03,3.92699081698724,0.9379,7.76842105263158
673,0.03,3.92699081698724,0.9379,8.14736842105263
674,0.03,3.92699081698724,0.9379,8.52631578947368
675,0.03,3.92699081698724,0.9379,8.90526315789474
676,0.03,3.92699081698724,0.9379,9.28421052631579
677,0.03,3.92699081698724,0.9379,9.66315789473684
678,0.03,3.92699081698724,0.9379,10.0421052631579
679,0.03,3.92699081698724,0.9379,10.4210526315789
680,0.03,3.92699081698724,0.9379,10.8
681,0.03,3.92699081698724,1.1238,3.6
682,0.03,3.92699081698724,1.1238,3.97894736842105
683,0.03,3.92699081698724,1.1238,4.35789473684211
684,0.03,3.92699081698724,1.1238,4.73684210526316
685,0.03,3.92699081698724,1.1238,5.11578947368421
686,0.03,3.92699081698724,1.1238,5.49473684210526
687,0.03,3.92699081698724,1.1238,5.87368421052632
688,0.03,3.92699081698724,1.1238,6.25263157894737
689,0.03,3.92699081698724,1.1238,6.63157894736842
690,0.03,3.92699081698724,1.1238,7.01052631578947
691,0.03,3.92699081698724,1.1238,7.38947368421053
692,0.03,3.92699081698724,1.1238,7.76842105263158
693,0.03,3.92699081698724,1.1238,8.14736842105263
694,0.03,3.92699081698724,1.1238,8.52631578947368
695,0.03,3.92699081698724,1.1238,8.90526315789474
696,0.03,3.92699081698724,1.1238,9.28421052631579
697,0.03,3.92699081698724,1.1238,9.66315789473684
698,0.03,3.92699081698724,1.1238,10.0421052631579
699,0.03,3.92699081698724,1.1238,10.4210526315789
700,0.03,3.92699081698724,1.1238,10.8
701,0.03,3.92699081698724,1.3067,3.6
702,0.03,3.92699081698724,1.3067,3.97894736842105
703,0.03,3.92699081698724,1.3067,4.35789473684211
704,0.03,3.92699081698724,1.3067,4.73684210526316
705,0.03,3.92699081698724,1.3067,5.11578947368421
706,0.03,3.92699081698724,1.3067,5.49473684210526
707,0.03,3.92699081698724,1.3067,5.87368421052632
708,0.03,3.92699081698724,1.3067,6.25263157894737
709,0.03,3.92699081698724,1.3067,6.63157894736842
710,0.03,3.92699081698724,1.3067,7.01052631578947
711,0.03,3.92699081698724,1.3067,7.38947368421053
712,0.03,3.92699081698724,1.3067,7.76842105263158
713,0.03,3.92699081698724,1.3067,8.14736842105263
714,0.03,3.92699081698724,1.3067,8.52631578947368
715,0.03,3.92699081698724,1.3067,8.90526315789474
716,0.03,3.92699081698724,1.3067,9.28421052631579
717,0.03,3.92699081698724,1.3067,9.66315789473684
718,0.03,3.92699081698724,1.3067,10.0421052631579
719,0.03,3.92699081698724,1.3067,10.4210526315789
720,0.03,3.92699081698724,1.3067,10.8
721,0.03,4.71238898038469,0.7325,3.6
722,0.03,4.71238898038469,0.7325,3.97894736842105
723,0.03,4.71238898038469,0.7325,4.35789473684211
724,0.03,4.71238898038469,0.7325,4.73684210526316
725,0.03,4.71238898038469,0.7325,5.11578947368421
726,0.03,4.71238898038469,0.7325,5.49473684210526
727,0.03,4.71238898038469,0.7325,5.87368421052632
728,0.03,4.71238898038469,0.7325,6.25263157894737
729,0.03,4.71238898038469,0.7325,6.63157894736842
730,0.03,4.71238898038469,0.7325,7.01052631578947
731,0.03,4.71238898038469,0.7325,7.38947368421053
732,0.03,4.71238898038469,0.7325,7.76842105263158
733,0.03,4.71238898038469,0.7325,8.14736842105263
734,0.03,4.71238898038469,0.7325,8.52631578947368
735,0.03,4.71238898038469,0.7325,8.90526315789474
736,0.03,4.71238898038469,0.7325,9.28421052631579
737,0.03,4.71238898038469,0.7325,9.66315789473684
738,0.03,4.71238898038469,0.7325,10.0421052631579
739,0.03,4.71238898038469,0.7325,10.4210526315789
740,0.03,4.71238898038469,0.7325,10.8
741,0.03,4.71238898038469,0.9379,3.6
742,0.03,4.71238898038469,0.9379,3.97894736842105
743,0.03,4.71238898038469,0.9379,4.35789473684211
744,0.03,4.71238898038469,0.9379,4.73684210526316
745,0.03,4.71238898038469,0.9379,5.11578947368421
746,0.03,4.71238898038469,0.9379,5.49473684210526
747,0.03,4.71238898038469,0.9379,5.87368421052632
748,0.03,4.71238898038469,0.9379,6.25263157894737
749,0.03,4.71238898038469,0.9379,6.63157894736842
750,0.03,4.71238898038469,0.9379,7.01052631578947
751,0.03,4.71238898038469,0.9379,7.38947368421053
752,0.03,4.71238898038469,0.9379,7.76842105263158
753,0.03,4.71238898038469,0.9379,8.14736842105263
754,0.03,4.71238898038469,0.9379,8.52631578947368
755,0.03,4.71238898038469,0.9379,8.90526315789474
756,0.03,4.71238898038469,0.9379,9.28421052631579
757,0.03,4.71238898038469,0.9379,9.66315789473684
758,0.03,4.71238898038469,0.9379,10.0421052631579
759,0.03,4.71238898038469,0.9379,10.4210526315789
760,0.03,4.71238898038469,0.9379,10.8
761,0.03,4.71238898038469,1.1238,3.6
762,0.03,4.71238898038469,1.1238,3.97894736842105
763,0.03,4.71238898038469,1.1238,4.35789473684211
764,0.03,4.71238898038469,1.1238,4.73684210526316
765,0.03,4.71238898038469,1.1238,5.11578947368421
766,0.03,4.71238898038469,1.1238,5.49473684210526
767,0.03,4.71238898038469,1.1238,5.87368421052632
768,0.03,4.71238898038469,1.1238,6.25263157894737
769,0.03,4.71238898038469,1.1238,6.63157894736842
770,0.03,4.71238898038469,1.1238,7.01052631578947
771,0.03,4.71238898038469,1.1238,7.38947368421053
772,0.03,4.71238898038469,1.1238,7.76842105263158
773,0.03,4.71238898038469,1.1238,8.14736842105263
774,0.03,4.71238898038469,1.1238,8.52631578947368
775,0.03,4.71238898038469,1.1238,8.90526315789474
776,0.03,4.71238898038469,1.1238,9.28421052631579
777,0.03,4.71238898038469,1.1238,9.66315789473684
778,0.03,4.71238898038469,1.1238,10.0421052631579
779,0.03,4.71238898038469,1.1238,10.4210526315789
780,0.03,4.71238898038469,1.1238,10.8
781,0.03,4.71238898038469,1.3067,3.6
782,0.03,4.71238898038469,1.3067,3.97894736842105
783,0.03,4.71238898038469,1.3067,4.35789473684211
784,0.03,4.71238898038469,1.3067,4.73684210526316
785,0.03,4.71238898038469,1.3067,5.11578947368421
786,0.03,4.71238898038469,1.3067,5.49473684210526
787,0.03,4.71238898038469,1.3067,5.87368421052632
788,0.03,4.71238898038469,1.3067,6.25263157894737
789,0.03,4.71238898038469,1.3067,6.63157894736842
790,0.03,4.71238898038469,1.3067,7.01052631578947
791,0.03,4.71238898038469,1.3067,7.38947368421053
792,0.03,4.71238898038469,1.3067,7.76842105263158
793,0.03,4.71238898038469,1.3067,8.14736842105263
794,0.03,4.71238898038469,1.3067,8.52631578947368
795,0.03,4.71238898038469,1.3067,8.90526315789474
796,0.03,4.71238898038469,1.3067,9.28421052631579
797,0.03,4.71238898038469,1.3067,9.66315789473684
798,0.03,4.71238898038469,1.3067,10.0421052631579
799,0.03,4.71238898038469,1.3067,10.4210526315789
800,0.03,4.71238898038469,1.3067,10.8
801,0.05,1.5707963267949,0.7325,3.6
802,0.05,1.5707963267949,0.7325,3.97894736842105
803,0.05,1.5707963267949,0.7325,4.35789473684211
804,0.05,1.5707963267949,0.7325,4.73684210526316
805,0.05,1.5707963267949,0.7325,5.11578947368421
806,0.05,1.5707963267949,0.7325,5.49473684210526
807,0.05,1.5707963267949,0.7325,5.87368421052632
808,0.05,1.5707963267949,0.7325,6.25263157894737
809,0.05,1.5707963267949,0.7325,6.63157894736842
810,0.05,1.5707963267949,0.7325,7.01052631578947
811,0.05,1.5707963267949,0.7325,7.38947368421053
812,0.05,1.5707963267949,0.7325,7.76842105263158
813,0.05,1.5707963267949,0.7325,8.14736842105263
814,0.05,1.5707963267949,0.7325,8.52631578947368
815,0.05,1.5707963267949,0.7325,8.90526315789474
816,0.05,1.5707963267949,0.7325,9.28421052631579
817,0.05,1.5707963267949,0.7325,9.66315789473684
818,0.05,1.5707963267949,0.7325,10.0421052631579
819,0.05,1.5707963267949,0.7325,10.4210526315789
820,0.05,1.5707963267949,0.7325,10.8
821,0.05,1.5707963267949,0.9379,3.6
822,0.05,1.5707963267949,0.9379,3.97894736842105
823,0.05,1.5707963267949,0.9379,4.35789473684211
824,0.05,1.5707963267949,0.9379,4.73684210526316
825,0.05,1.5707963267949,0.9379,5.11578947368421
826,0.05,1.5707963267949,0.9379,5.49473684210526
827,0.05,1.5707963267949,0.9379,5.87368421052632
828,0.05,1.5707963267949,0.9379,6.25263157894737
829,0.05,1.5707963267949,0.9379,6.63157894736842
830,0.05,1.5707963267949,0.9379,7.01052631578947
831,0.05,1.5707963267949,0.9379,7.38947368421053
832,0.05,1.5707963267949,0.9379,7.76842105263158
833,0.05,1.5707963267949,0.9379,8.14736842105263
834,0.05,1.5707963267949,0.9379,8.52631578947368
835,0.05,1.5707963267949,0.9379,8.90526315789474
836,0.05,1.5707963267949,0.9379,9.28421052631579
837,0.05,1.5707963267949,0.9379,9.66315789473684
838,0.05,1.5707963267949,0.9379,10.0421052631579
839,0.05,1.5707963267949,0.9379,10.4210526315789
840,0.05,1.5707963267949,0.9379,10.8
841,0.05,1.5707963267949,1.1238,3.6
842,0.05,1.5707963267949,1.1238,3.97894736842105
843,0.05,1.5707963267949,1.1238,4.35789473684211
844,0.05,1.5707963267949,1.1238,4.73684210526316
845,0.05,1.5707963267949,1.1238,5.11578947368421
846,0.05,1.5707963267949,1.1238,5.49473684210526
847,0.05,1.5707963267949,1.1238,5.87368421052632
848,0.05,1.5707963267949,1.1238,6.25263157894737
849,0.05,1.5707963267949,1.1238,6.63157894736842
850,0.05,1.5707963267949,1.1238,7.01052631578947
851,0.05,1.5707963267949,1.1238,7.38947368421053
852,0.05,1.5707963267949,1.1238,7.76842105263158
853,0.05,1.5707963267949,1.1238,8.14736842105263
854,0.05,1.5707963267949,1.1238,8.52631578947368
855,0.05,1.5707963267949,1.1238,8.90526315789474
856,0.05,1.5707963267949,1.1238,9.28421052631579
857,0.05,1.5707963267949,1.1238,9.66315789473684
858,0.05,1.5707963267949,1.1238,10.0421052631579
859,0.05,1.5707963267949,1.1238,10.4210526315789
860,0.05,1.5707963267949,1.1238,10.8
861,0.05,1.5707963267949,1.3067,3.6
862,0.05,1.5707963267949,1.3067,3.97894736842105
863,0.05,1.5707963267949,1.3067,4.35789473684211
864,0.05,1.5707963267949,1.3067,4.73684210526316
865,0.05,1.5707963267949,1.3067,5.11578947368421
866,0.05,1.5707963267949,1.3067,5.49473684210526
867,0.05,1.5707963267949,1.3067,5.87368421052632
868,0.05,1.5707963267949,1.3067,6.25263157894737
869,0.05,1.5707963267949,1.3067,6.63157894736842
870,0.05,1.5707963267949,1.3067,7.01052631578947
871,0.05,1.5707963267949,1.3067,7.38947368421053
872,0.05,1.5707963267949,1.3067,7.76842105263158
873,0.05,1.5707963267949,1.3067,8.14736842105263
874,0.05,1.5707963267949,1.3067,8.52631578947368
875,0.05,1.5707963267949,1.3067,8.90526315789474
876,0.05,1.5707963267949,1.3067,9.28421052631579
877,0.05,1.5707963267949,1.3067,9.66315789473684
878,0.05,1.5707963267949,1.3067,10.0421052631579
879,0.05,1.5707963267949,1.3067,10.4210526315789
880,0.05,1.5707963267949,1.3067,10.8
881,0.05,2.35619449019234,0.7325,3.6
882,0.05,2.35619449019234,0.7325,3.97894736842105
883,0.05,2.35619449019234,0.7325,4.35789473684211
884,0.05,2.35619449019234,0.7325,4.73684210526316
885,0.05,2.35619449019234,0.7325,5.11578947368421
886,0.05,2.35619449019234,0.7325,5.49473684210526
887,0.05,2.35619449019234,0.7325,5.87368421052632
888,0.05,2.35619449019234,0.7325,6.25263157894737
889,0.05,2.35619449019234,0.7325,6.63157894736842
890,0.05,2.35619449019234,0.7325,7.01052631578947
891,0.05,2.35619449019234,0.7325,7.38947368421053
892,0.05,2.35619449019234,0.7325,7.76842105263158
893,0.05,2.35619449019234,0.7325,8.14736842105263
894,0.05,2.35619449019234,0.7325,8.52631578947368
895,0.05,2.35619449019234,0.7325,8.90526315789474
896,0.05,2.35619449019234,0.7325,9.28421052631579
897,0.05,2.35619449019234,0.7325,9.66315789473684
898,0.05,2.35619449019234,0.7325,10.0421052631579
899,0.05,2.35619449019234,0.7325,10.4210526315789
900,0.05,2.35619449019234,0.7325,10.8
901,0.05,2.35619449019234,0.9379,3.6
902,0.05,2.35619449019234,0.9379,3.97894736842105
903,0.05,2.35619449019234,0.9379,4.35789473684211
904,0.05,2.35619449019234,0.9379,4.73684210526316
905,0.05,2.35619449019234,0.9379,5.11578947368421
906,0.05,2.35619449019234,0.9379,5.49473684210526
907,0.05,2.35619449019234,0.9379,5.87368421052632
908,0.05,2.35619449019234,0.9379,6.25263157894737
909,0.05,2.35619449019234,0.9379,6.63157894736842
910,0.05,2.35619449019234,0.9379,7.01052631578947
911,0.05,2.35619449019234,0.9379,7.38947368421053
912,0.05,2.35619449019234,0.9379,7.76842105263158
913,0.05,2.35619449019234,0.9379,8.14736842105263
914,0.05,2.35619449019234,0.9379,8.52631578947368
915,0.05,2.35619449019234,0.9379,8.90526315789474
916,0.05,2.35619449019234,0.9379,9.28421052631579
917,0.05,2.35619449019234,0.9379,9.66315789473684
918,0.05,2.35619449019234,0.9379,10.0421052631579
919,0.05,2.35619449019234,0.9379,10.4210526315789
920,0.05,2.35619449019234,0.9379,10.8
921,0.05,2.35619449019234,1.1238,3.6
922,0.05,2.35619449019234,1.1238,3.97894736842105
923,0.05,2.35619449019234,1.1238,4.35789473684211
924,0.05,2.35619449019234,1.1238,4.73684210526316
925,0.05,2.35619449019234,1.1238,5.11578947368421
926,0.05,2.35619449019234,1.1238,5.49473684210526
927,0.05,2.35619449019234,1.1238,5.87368421052632
928,0.05,2.35619449019234,1.1238,6.25263157894737
929,0.05,2.35619449019234,1.1238,6.63157894736842
930,0.05,2.35619449019234,1.1238,7.01052631578947
931,0.05,2.35619449019234,1.1238,7.38947368421053
932,0.05,2.35619449019234,1.1238,7.76842105263158
933,0.05,2.35619449019234,1.1238,8.14736842105263
934,0.05,2.35619449019234,1.1238,8.52631578947368
935,0.05,2.35619449019234,1.1238,8.90526315789474
936,0.05,2.35619449019234,1.1238,9.28421052631579
937,0.05,2.35619449019234,1.1238,9.66315789473684
938,0.05,2.35619449019234,1.1238,10.0421052631579
939,0.05,2.35619449019234,1.1238,10.4210526315789
940,0.05,2.35619449019234,1.1238,10.8
941,0.05,2.35619449019234,1.3067,3.6
942,0.05,2.35619449019234,1.3067,3.97894736842105
943,0.05,2.35619449019234,1.3067,4.35789473684211
944,0.05,2.35619449019234,1.3067,4.73684210526316
945,0.05,2.35619449019234,1.3067,5.11578947368421
946,0.05,2.35619449019234,1.3067,5.49473684210526
947,0.05,2.35619449019234,1.3067,5.87368421052632
948,0.05,2.35619449019234,1.3067,6.25263157894737
949,0.05,2.35619449019234,1.3067,6.63157894736842
950,0.05,2.35619449019234,1.3067,7.01052631578947
951,0.05,2.35619449019234,1.3067,7.38947368421053
952,0.05,2.35619449019234,1.3067,7.76842105263158
953,0.05,2.35619449019234,1.3067,8.14736842105263
954,0.05,2.35619449019234,1.3067,8.52631578947368
955,0.05,2.35619449019234,1.3067,8.90526315789474
956,0.05,2.35619449019234,1.3067,9.28421052631579
957,0.05,2.35619449019234,1.3067,9.66315789473684
958,0.05,2.35619449019234,1.3067,10.0421052631579
959,0.05,2.35619449019234,1.3067,10.4210526315789
960,0.05,2.35619449019234,1.3067,10.8
961,0.05,3.14159265358979,0.7325,3.6
962,0.05,3.14159265358979,0.7325,3.97894736842105
963,0.05,3.14159265358979,0.7325,4.35789473684211
964,0.05,3.14159265358979,0.7325,4.73684210526316
965,0.05,3.14159265358979,0.7325,5.11578947368421
966,0.05,3.14159265358979,0.7325,5.49473684210526
967,0.05,3.14159265358979,0.7325,5.87368421052632
968,0.05,3.14159265358979,0.7325,6.25263157894737
969,0.05,3.14159265358979,0.7325,6.63157894736842
970,0.05,3.14159265358979,0.7325,7.01052631578947
971,0.05,3.14159265358979,0.7325,7.38947368421053
972,0.05,3.14159265358979,0.7325,7.76842105263158
973,0.05,3.14159265358979,0.7325,8.14736842105263
974,0.05,3.14159265358979,0.7325,8.52631578947368
975,0.05,3.14159265358979,0.7325,8.90526315789474
976,0.05,3.14159265358979,0.7325,9.28421052631579
977,0.05,3.14159265358979,0.7325,9.66315789473684
978,0.05,3.14159265358979,0.7325,10.0421052631579
979,0.05,3.14159265358979,0.7325,10.4210526315789
980,0.05,3.14159265358979,0.7325,10.8
981,0.05,3.14159265358979,0.9379,3.6
982,0.05,3.14159265358979,0.9379,3.97894736842105
983,0.05,3.14159265358979,0.9379,4.35789473684211
984,0.05,3.14159265358979,0.9379,4.73684210526316
985,0.05,3.14159265358979,0.9379,5.11578947368421
986,0.05,3.14159265358979,0.9379,5.49473684210526
987,0.05,3.14159265358979,0.9379,5.87368421052632
988,0.05,3.14159265358979,0.9379,6.25263157894737
989,0.05,3.14159265358979,0.9379,6.63157894736842
990,0.05,3.14159265358979,0.9379,7.01052631578947
991,0.05,3.14159265358979,0.9379,7.38947368421053
992,0.05,3.14159265358979,0.9379,7.76842105263158
993,0.05,3.14159265358979,0.9379,8.14736842105263
994,0.05,3.14159265358979,0.9379,8.52631578947368
995,0.05,3.14159265358979,0.9379,8.90526315789474
996,0.05,3.14159265358979,0.9379,9.28421052631579
997,0.05,3.14159265358979,0.9379,9.66315789473684
998,0.05,3.14159265358979,0.9379,10.0421052631579
999,0.05,3.14159265358979,0.9379,10.4210526315789
1000,0.05,3.14159265358979,0.9379,10.8
1001,0.05,3.14159265358979,1.1238,3.6
1002,0.05,3.14159265358979,1.1238,3.97894736842105
1003,0.05,3.14159265358979,1.1238,4.35789473684211
1004,0.05,3.14159265358979,1.1238,4.73684210526316
1005,0.05,3.14159265358979,1.1238,5.11578947368421
1006,0.05,3.14159265358979,1.1238,5.49473684210526
1007,0.05,3.14159265358979,1.1238,5.87368421052632
1008,0.05,3.14159265358979,1.1238,6.25263157894737
1009,0.05,3.14159265358979,1.1238,6.63157894736842
1010,0.05,3.14159265358979,1.1238,7.01052631578947
1011,0.05,3.14159265358979,1.1238,7.38947368421053
1012,0.05,3.14159265358979,1.1238,7.76842105263158
1013,0.05,3.14159265358979,1.1238,8.14736842105263
1014,0.05,3.14159265358979,1.1238,8.52631578947368
1015,0.05,3.14159265358979,1.1238,8.90526315789474
1016,0.05,3.14159265358979,1.1238,9.28421052631579
1017,0.05,3.14159265358979,1.1238,9.66315789473684
1018,0.05,3.14159265358979,1.1238,10.0421052631579
1019,0.05,3.14159265358979,1.1238,10.4210526315789
1020,0.05,3.14159265358979,1.1238,10.8
1021,0.05,3.14159265358979,1.3067,3.6
1022,0.05,3.14159265358979,1.3067,3.97894736842105
1023,0.05,3.14159265358979,1.3067,4.35789473684211
1024,0.05,3.14159265358979,1.3067,4.73684210526316
1025,0.05,3.14159265358979,1.3067,5.11578947368421
1026,0.05,3.14159265358979,1.3067,5.49473684210526
1027,0.05,3.14159265358979,1.3067,5.87368421052632
1028,0.05,3.14159265358979,1.3067,6.25263157894737
1029,0.05,3.14159265358979,1.3067,6.63157894736842
1030,0.05,3.14159265358979,1.3067,7.01052631578947
1031,0.05,3.14159265358979,1.3067,7.38947368421053
1032,0.05,3.14159265358979,1.3067,7.76842105263158
1033,0.05,3.14159265358979,1.3067,8.14736842105263
1034,0.05,3.14159265358979,1.3067,8.52631578947368
1035,0.05,3.14159265358979,1.3067,8.90526315789474
1036,0.05,3.14159265358979,1.3067,9.28421052631579
1037,0.05,3.14159265358979,1.3067,9.66315789473684
1038,0.05,3.14159265358979,1.3067,10.0421052631579
1039,0.05,3.14159265358979,1.3067,10.4210526315789
1040,0.05,3.14159265358979,1.3067,10.8
1041,0.05,3.92699081698724,0.7325,3.6
1042,0.05,3.92699081698724,0.7325,3.97894736842105
1043,0.05,3.92699081698724,0.7325,4.35789473684211
1044,0.05,3.92699081698724,0.7325,4.73684210526316
1045,0.05,3.92699081698724,0.7325,5.11578947368421
1046,0.05,3.92699081698724,0.7325,5.49473684210526
1047,0.05,3.92699081698724,0.7325,5.87368421052632
